#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-05-01T20:37:35 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-05-01T20:37:35	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=9999&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=I/239/hip_main&-order=I&-out=HIP&-out=Vmag&-out=DEICRS&-out=Plx&-out=B-V&HIPep=HIPep&Erratum=Erratum&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#INFO	ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	creator=ESA 1997	    First author or institution
#INFO	cites=1997HIP...C......0E	    Article or Data origin sources
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/239	    Dataset landing page
#INFO	publication_date=2021-11-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_1991.250:	ICRS
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	DEICRS	(F12.8)	? delta, degrees (ICRS, Epoch=J1991.25) (H9)	[ucd=pos.eq.dec;meta.main]
#Column	Plx	(F7.2)	? Trigonometric parallax (H11)	[ucd=pos.parallax.trig]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=phot.color;em.opt.B;em.opt.V]
HIP|Vmag|DEICRS|Plx|B-V
  8437| 9.23|-43.23563525|   1.06| 0.910
  8438| 9.69|-15.47285748|  19.97| 0.800
  8439| 9.39|-21.00658855|   7.04| 0.552
  8440| 7.58|-51.63219803|   4.42| 0.972
  8441|10.88|-77.10851644|   3.50| 0.581
  8442| 8.34|-18.37746744|   6.17| 1.200
  8443| 8.61|+23.98517953|   0.90| 1.346
  8444| 8.76|-26.15105188|  12.01| 0.534
  8445| 7.64|-50.48334835|   4.43|-0.048
  8446| 9.25|-08.36306272|   1.62| 0.867
  8447|10.43|-20.89290494|   9.91| 0.670
  8448| 7.58|+16.37749140|  10.29| 0.333
  8449| 9.94|-51.57766913|  11.21| 0.759
  8450|10.96|+62.54140300|   0.33| 0.760
  8451| 9.82|-15.42791283|   6.49| 0.660
  8452| 9.49|+53.10064332|   2.88| 0.060
  8453|11.04|-32.34456510|  31.33| 1.312
  8454| 7.37|+01.33154163|  10.29| 0.262
  8455| 9.48|-17.76492192|   6.54| 0.670
  8456| 9.48|-53.30924803|   1.93| 1.087
  8457| 9.45|-62.22890128|   4.40| 0.434
  8458| 9.17|+66.78515654|   5.33|
  8459| 8.65|-15.58184870|   6.41| 0.431
  8460| 8.23|-18.47734287|   6.55| 0.412
  8461| 8.32|+45.05048398|   8.93| 0.430
  8462| 9.15|-53.01137564|   2.56| 0.972
  8463| 8.78|-17.99408904|   2.90| 0.546
  8464| 9.68|-34.29478133|   3.53| 0.326
  8465| 9.25|+12.39030715|   6.12| 0.407
  8466| 8.27|+24.72397971|   6.66| 0.145
  8468| 8.93|+34.06001033|   7.82| 0.439
  8467| 8.18|+09.27690143|  16.35| 0.540
  8469| 7.94|-88.35744689|   3.10| 0.051
  8470|12.09|-74.01029955|   0.30|-0.006
  8471| 8.30|+34.90421456|   3.57| 1.000
  8472| 8.45|-63.51664179|   2.63| 0.220
  8473| 8.69|+41.98915502|   6.26| 0.387
  8474| 9.76|+65.88198632|   2.63| 0.573
  8475| 6.01|+47.89695175|   9.84| 0.170
  8476| 8.14|+35.44062284|  17.34| 0.627
  8477| 7.92|-44.24131923|   4.95| 1.189
  8478| 8.60|+39.45187987|   2.40| 1.158
  8479| 8.87|-46.49150476|  10.54| 0.544
  8480| 6.35|-31.07242337|   7.35| 1.222
  8481| 9.19|-35.29949793|  -0.76| 1.547
  8482|11.51|+53.87665720|   5.99|
  8483| 9.20|+53.87497981|  -0.46| 0.014
  8484| 8.02|-27.77430537|   1.24| 1.521
  8485| 7.82|-72.41187994|   3.69|-0.079
  8486| 6.72|-10.70331596|  43.47| 0.654
  8487| 9.58|+71.73983097|   0.64| 0.240
  8488| 8.71|+33.01591975|   3.67| 1.071
  8489|11.17|+17.78356119|  20.53|
  8490| 6.90|+26.47267045|   3.33|-0.066
  8491| 8.30|+24.68020798|   5.67| 0.126
  8492| 9.17|+66.00695354|   5.89| 0.476
  8493| 9.54|-19.01340255|   9.80| 0.722
  8494| 8.37|+05.62638234|   4.16| 1.000
  8495|10.97|+28.69888628|  15.68| 0.566
  8496| 8.64|+28.69320365|   7.30| 0.909
  8497| 4.66|-10.68618074|  42.35| 0.333
  8498| 7.93|-46.76892974|  20.46| 0.664
  8499| 7.48|-81.35902083|   3.62| 1.216
  8500| 9.41|+78.27033332|   3.33| 0.381
  8501| 8.57|-34.45914990|   9.21| 0.463
  8502| 9.73|+69.12672263|   0.69| 0.449
  8503| 9.01|+53.91467908|  -0.31|-0.117
  8504| 8.23|-14.23246077|  10.79| 0.513
  8505| 9.65|-68.77948543|  -0.16| 0.940
  8506| 8.16|+67.65944978|  13.56| 0.537
  8508| 8.44|-63.38502074|   1.51| 1.300
  8507| 8.89|-18.93609776|  15.89| 0.658
  8509| 8.38|-10.37409847|   7.44| 0.534
  8510| 9.25|-44.80314213|   1.20| 0.891
  8511| 9.09|-42.59727042|   5.56| 0.659
  8512| 7.43|-64.38591376|   2.55| 1.260
  8513|10.64|+60.79356348|   2.57| 0.761
  8514| 6.37|-38.40348295|  36.89| 0.523
  8515| 8.20|+45.27197641|   1.03|-0.035
  8516| 8.29|+07.87301998|   2.25| 1.168
  8517| 9.49|-27.00796897|  16.17| 0.732
  8518| 9.70|-16.77235032|   2.43| 0.464
  8519| 7.07|+80.88644746|   5.11| 0.033
  8520| 8.11|+85.21555596|   1.76| 0.262
  8521| 8.36|-04.85952187|  -0.61| 1.333
  8522| 8.56|+25.74632268|  19.04| 0.648
  8523|10.26|-22.32038071|   2.48| 0.790
  8524| 7.43|+07.22368856|  10.97| 0.621
  8525| 8.07|+76.99221841|  25.18| 0.856
  8526| 7.20|-29.04084707|   2.84| 1.599
  8527| 8.47|-35.53997320|  13.16| 0.592
  8528| 8.16|+27.46463408|   4.66| 0.418
  8529| 8.07|+62.15100630|   4.95| 0.870
  8530| 8.57|-76.09096455|   2.36| 1.081
  8531| 8.73|-06.71673133|   6.93| 0.349
  8532| 8.81|+14.22614193|   1.10| 1.082
  8533| 9.39|+74.93336144|  10.77| 0.892
  8534| 8.20|-38.83068215|   9.41| 0.500
  8535| 8.41|+44.30068021|   2.77| 0.084
  8536|10.69|+36.82602393|   1.56| 1.377
  8537| 8.26|-13.70423382|   4.52| 0.912
  8538|10.69|            |       |
  8539| 8.50|+14.35119127|  11.18| 0.627
  8540| 8.62|+38.56102721|   9.99| 0.386
  8541| 7.88|-54.46484790|   7.09| 1.075
  8542| 8.32|-12.67951761|   4.27| 1.048
  8543| 8.06|+29.46472971|  37.33| 0.758
  8544| 5.83|+22.27535660|   5.68| 0.743
  8545| 8.15|+27.03306205|   5.80| 0.505
  8546| 9.84|-61.01396919|   2.62|
  8547| 7.36|-58.93965030|   4.73| 1.117
  8548| 7.07|-06.70418331|  23.26| 0.569
  8549| 6.88|-12.88689038|   0.22| 1.631
  8550| 9.22|-87.22843276|   6.94| 0.550
  8551| 8.30|+48.51571282|   3.66|-0.002
  8552| 6.14|-47.81650912|   6.65| 0.998
  8553| 8.44|-23.77182941|   5.18| 0.875
  8554| 8.66|-22.76755249|   1.39| 1.507
  8555| 9.02|+42.10942754|   8.08| 0.661
  8556|10.54|-22.17706229|   3.23| 0.570
  8557| 7.96|+30.80363179|  10.52| 0.521
  8559| 8.56|-73.77040353|   4.70| 0.241
  8558| 9.01|-71.94899988|   9.47| 0.366
  8560|10.34|-16.11218276|   0.51| 0.406
  8561| 7.39|-62.95789733|   4.61| 1.107
  8562| 9.48|-50.28614311|   5.55| 0.668
  8563| 7.61|-42.50760334|   2.86| 1.285
  8564| 7.57|-12.34254752|  18.03| 0.468
  8565| 7.95|+53.74278514|   3.52| 1.415
  8566| 8.01|-03.69458250|   1.44| 1.198
  8567| 7.58|+38.30330785|  14.20| 0.413
  8568| 9.52|+15.20163179|   8.83| 0.729
  8569| 8.68|+12.01638771|   2.54| 1.453
  8570| 8.03|+55.21745646|   1.98| 1.226
  8571| 8.36|+27.93496514|   0.22| 1.609
  8572|10.34|-09.35101663|   3.22| 0.432
  8573| 9.26|-20.04378760|   6.03| 0.616
  8574| 9.92|-17.65006349|   2.36| 1.350
  8575| 8.58|+37.81001715|   5.21| 0.937
  8576| 8.58|+30.47228030|   4.22| 0.240
  8578| 9.51|-54.00959827|  14.64| 0.740
  8577| 9.00|-62.07079302|   3.62| 1.125
  8579| 8.97|-04.95423709|   5.25| 0.494
  8580| 8.02|-02.06226306|   2.71| 1.602
  8581| 7.88|+36.05139327|   4.16| 0.269
  8582| 8.96|+55.91905163|  20.29| 0.780
  8583| 9.77|-47.49550384|   6.98| 0.434
  8584| 8.85|+40.39850436|   4.00| 0.058
  8585| 9.89|+55.91048214|   1.54| 0.048
  8586| 7.78|+58.46756619|   2.15| 1.601
  8589| 9.32|-32.24494124|   3.94| 0.319
  8588| 5.92|+11.04344590|  23.46| 0.302
  8587| 8.45|+06.52881351|  11.72| 0.588
  8590|11.69|-12.20368514|  11.83| 1.312
  8591| 7.13|+35.84505207|   5.29| 0.576
  8592| 9.08|+20.59212317|   2.29| 0.491
  8593| 5.94|-50.20612713|  13.37| 0.154
  8594| 8.61|+52.60770717|   3.36| 1.036
  8596| 8.59|-00.28792771|   3.08| 0.983
  8595| 9.10|-50.66415355|   0.92| 1.137
  8597| 7.72|+06.00694031|  10.27| 1.084
  8598| 5.96|+51.93369809|  22.42| 0.419
  8599|11.79|-04.59121927|   9.17| 1.236
  8600| 8.08|+25.85133175|   4.76| 0.190
  8601| 9.26|+56.97709542|  -0.42| 0.200
  8602| 7.42|-54.28055339|   4.37| 1.395
  8603|10.75|+64.84680646|   8.73| 0.454
  8604| 8.59|+54.05060643|   1.96|-0.038
  8605| 8.35|+04.22069009|  14.82| 0.544
  8606| 7.79|+37.55420971|   1.81| 1.535
  8607| 9.28|+21.12271294|   7.88| 0.566
  8608| 8.99|+21.11557759|   0.87| 0.383
  8609| 7.27|+47.41957472|   3.13|-0.015
  8610| 9.88|-59.96758952|   4.51| 0.372
  8611| 9.28|-05.46971264|   2.83| 0.406
  8612| 7.80|+08.54857055|   4.42| 0.944
  8613|10.07|-29.70817741|   2.10| 1.190
  8614|10.59|+59.88821278|  -4.78| 0.962
  8615| 7.68|+43.52523452|   4.52| 1.172
  8616| 8.70|-78.52990162|   1.30| 1.330
  8617| 8.91|+06.72514386|   5.31| 0.927
  8618| 7.27|+38.02395641|   3.68| 1.595
  8619| 6.70|+20.51441898|   4.44| 0.330
  8620| 8.99|-24.42839609|   1.64| 0.463
  8622| 7.16|+24.65221539|   8.04| 0.366
  8621|10.53|-37.37217114|  10.71| 0.720
  8623| 9.19|-63.28498735|  11.87| 0.525
  8624| 7.42|+81.37464793|   3.19| 0.134
  8625| 7.20|-30.90294791|  14.41| 0.470
  8626| 6.54|+64.85496037|   0.02| 2.215
  8627| 8.78|-49.97391731|   3.50| 0.576
  8628| 7.91|+38.83562387|   4.37|-0.030
  8629| 7.98|+60.35362787|   3.09| 0.130
  8630| 9.77|+67.63150184|   2.20| 0.541
  8631|11.48|-38.00998842|  21.97| 1.343
  8632| 9.17|+64.86266139|   1.22| 0.230
  8634| 9.25|-43.36776737|   5.89| 0.407
  8633| 9.50|+36.77480672|   4.94| 0.456
  8635| 9.26|+43.48123870|   2.76| 0.066
  8636| 9.09|-08.07627353|   0.11| 0.514
  8637| 8.49|+43.47648459|   0.73|-0.012
  8638| 9.23|-15.91647839|   3.97| 0.460
  8639| 9.61|+00.82109897|   4.68| 0.995
  8640| 7.61|+35.45571426|   5.05| 1.029
  8641| 6.44|-39.83587507|   7.25| 1.094
  8642| 7.06|-45.47109888|   3.01| 1.314
  8643| 7.14|+54.92470481|   4.26|-0.054
  8644|10.67|+41.29120377|   3.68| 0.375
  8645| 3.74|-10.33494526|  12.59| 1.136
  8646| 9.43|-15.45514859|  -1.73| 1.506
  8647| 8.50|-16.74027940|   6.38| 0.541
  8648| 8.67|+05.87267706|   8.57| 0.712
  8649| 9.02|-19.27385988|   1.15| 0.163
  8650| 7.20|-04.21995418|  11.73| 0.316
  8651|12.13|+02.73036715|  13.13| 1.143
  8652| 9.91|-74.72598097|   9.50| 0.730
  8653| 8.61|-07.73989355|  22.83| 0.644
  8654| 8.30|+18.50816274|   7.04| 0.550
  8655| 8.19|+09.30200001|   0.92| 1.489
  8656| 8.12|+49.86939566|   1.34|-0.018
  8657| 8.12|+02.38617737|   2.64| 1.614
  8658| 8.35|+51.80013942|   1.11|-0.041
  8659| 9.46|+64.54725710|   1.37| 0.181
  8661| 7.18|-02.63777825|  14.86| 0.359
  8660| 9.18|-38.35596534|   0.46| 1.168
  8662| 7.71|+68.36127691|   5.85| 0.248
  8663| 7.45|+47.08667089|   7.94| 0.500
  8664| 6.42|-06.87411986|   6.01| 1.233
  8665| 8.72|+33.77939815|   2.10| 1.624
  8666| 8.60|-15.15374768|   5.67| 0.515
  8667| 7.94|+16.39888990|   2.27| 1.538
  8668| 8.68|+04.12881263|   5.85| 1.251
  8669| 8.79|-22.16758412|   5.13| 0.325
  8670| 9.86|-00.48431948|   1.12| 1.084
  8671| 9.23|+61.83065725|   2.60| 0.320
  8672| 6.95|-13.23381942|   2.45| 1.518
  8673| 7.80|+35.66608766|   2.11| 1.249
  8674| 8.96|-16.31676388|  18.30| 0.693
  8675| 7.92|+54.94389081|   5.02| 0.265
  8676| 9.80|-28.81450300|   8.92| 0.790
  8677| 9.09|-28.01938785|   3.02| 1.042
  8678| 9.34|+45.81061432|  12.96| 0.166
  8679| 9.64|+45.80623886|  15.16| 0.212
  8680| 9.22|-57.36523121|   6.86| 0.368
  8681| 9.26|-36.80490755|  -1.62| 1.676
  8682|10.66|+39.14065873|   2.49| 1.447
  8684| 8.01|+46.33871738|   0.39|-0.044
  8683| 9.44|-08.10493864|   3.10| 0.619
  8685| 8.16|+07.57567106|   6.26| 0.243
  8686| 8.48|-75.99177045|   9.21| 0.511
  8687|11.48|-54.96581372|  20.13| 1.388
  8688| 6.44|-15.64748397|   4.05| 1.608
  8689| 6.59|+18.29028452|   8.71| 1.102
  8690| 6.94|+75.58970467|   9.37| 0.491
  8691|11.80|-10.80215939|  56.35| 1.475
  8692| 7.83|-49.99493954|   1.88| 1.215
  8693| 9.74|+63.45406307|   2.17| 0.250
  8694| 7.43|-37.04206688|  10.61| 0.539
  8695| 8.68|-45.77036940|   5.65| 0.436
  8697| 8.07|-38.88360256|   7.35| 0.419
  8696| 9.08|+51.19849666|   1.83|-0.031
  8698| 8.92|-31.33352533|  -0.10| 1.567
  8699| 8.55|-40.65116983|   4.28| 1.051
  8700| 8.22|+17.07965583|   0.74| 1.117
  8702| 8.08|-58.90040237|   3.80| 1.242
  8703| 8.82|+13.42721904|   3.94| 0.294
  8701| 8.95|-81.01945276|  32.38| 0.888
  8704| 5.53|+55.14740479|   3.17|-0.175
  8705| 8.03|+52.35895130|   2.95| 0.180
  8706| 9.08|-27.11316244|   6.93| 0.567
  8707| 8.04|-46.64126957|   4.46| 0.951
  8708| 7.39|+10.81058806|   7.92| 0.100
  8709|12.44|+47.00155059|  63.08| 0.170
  8710| 9.34|-09.58132133|   2.33| 0.391
  8711| 8.10|-55.75991466|  10.83| 0.436
  8712| 8.83|+80.19109151|   2.98| 0.182
  8713|10.50|            |       |
  8714| 5.70|+50.79286359|   6.63|-0.067
  8715| 9.26|-36.24157213|   4.59| 0.300
  8716| 9.95|+63.46395806|   0.60| 0.251
  8717| 9.04|+66.44910515|  16.30| 0.639
  8718| 6.74|+24.11731175|   8.67| 1.136
  8720|10.91|-02.80444349|  10.10| 0.762
  8719| 7.63|+70.75137860|  12.28| 0.549
  8721| 7.97|-32.53987434|   3.66| 0.100
  8722| 8.08|-39.67437883|  12.70| 0.421
  8723| 8.34|-27.75594336|   9.63| 0.500
  8725| 9.38|+58.43509016|   3.36| 0.187
  8724| 9.39|-43.71704502|   8.30| 0.593
  8726|11.37|+17.93113960|  16.68| 1.290
  8727| 8.33|-47.51177125|   3.61| 0.100
  8728| 9.60|+44.90512047|  25.59| 0.958
  8729| 8.40|-09.73031320|   6.85| 0.414
  8731| 8.81|-48.62131620|   5.36| 1.130
  8730| 8.59|-25.04494658|   4.11| 0.300
  8732| 7.83|-39.41633013|   2.86| 1.199
  8733| 9.50|-48.66913042|   6.12| 0.569
  8734| 6.89|+37.43009231|  18.03| 0.440
  8735| 9.93|-14.39663241|   5.77| 0.602
  8736|10.27|-25.71537161|   2.56| 0.570
  8737| 8.61|-20.61107029|   6.53| 0.520
  8738| 7.93|+55.33160008|   3.27| 0.326
  8739| 8.02|-38.74525743|   6.29| 0.269
  8740| 8.80|+52.98867529|   2.67| 0.217
  8741| 9.11|-49.52364861|   8.29| 0.546
  8742| 7.95|+49.79946941|   4.34| 0.398
  8743| 9.32|+22.95347896|   0.92| 1.070
  8744|10.36|-57.99008063|  15.94| 0.949
  8745| 9.73|-71.64800921|   6.01| 0.540
  8746| 8.95|-30.28832004|   3.48| 0.475
  8747| 7.71|+44.81250738|   2.52|-0.069
  8748| 7.91|-34.19414588|   7.61| 0.423
  8750| 8.60|+47.67095066|   2.05| 1.382
  8751| 6.77|-67.94448963|   4.36|-0.050
  8752| 9.80|-35.06885878|   5.80| 0.533
  8749| 9.84|-26.57124639|   3.92| 0.490
  8753|10.08|+36.34297885|  20.46| 1.095
  8754| 7.98|+12.44289508|   6.40| 0.237
  8755| 9.17|-47.68127890|   4.43| 0.393
  8756| 8.52|+01.25728880|   6.55| 0.383
  8757| 7.53|+02.49830635|   4.94| 0.954
  8758| 8.80|-27.24535682|  13.31| 0.618
  8759| 7.41|-12.72795071|   0.57| 1.389
  8760| 9.03|+26.47848246|   1.99| 0.123
  8761| 8.97|-33.24021409|   7.86| 0.567
  8762| 7.86|-54.01143225|   1.99| 1.671
  8763| 8.64|+41.84157427|   1.51| 0.034
  8764| 8.78|-01.38082439|   2.03| 1.010
  8765| 7.98|+04.66303015|   4.55| 1.014
  8766|10.09|+20.15279224|  17.16| 0.918
  8767| 8.25|-56.37140265|   1.86| 1.026
  8768| 8.89|-22.43485464|  90.17| 1.424
  8769| 8.13|-34.85271660|   4.62| 0.999
  8770| 7.51|-19.50673557|  18.58| 0.607
  8771| 6.28|+51.47485303|   6.59| 0.050
  8772| 9.90|+60.46623137|  -1.16| 0.330
  8773| 9.55|-33.43309999|   6.26| 0.436
  8774| 8.47|+14.17748145|   2.02| 1.004
  8775|11.48|+04.83276439|  21.01| 1.315
  8776| 9.25|-07.82609062|   6.10| 0.771
  8777| 9.05|+32.88880138|   8.46| 0.841
  8778| 5.78|-16.92912351|   9.87| 0.260
  8779|10.77|-22.84227758|   1.41| 0.600
  8780| 9.33|-56.64391024|   7.56| 0.500
  8781| 9.26|            |       | 0.709
  8782| 9.66|+15.59712294|   6.74| 0.777
  8783| 8.27|-85.03486171|   3.09| 0.075
  8784| 8.03|-32.77691841|   7.01| 0.237
  8785| 8.86|+32.21105339|   0.70| 0.921
  8786| 9.57|-34.29292732|   3.20| 0.667
  8787| 7.91|-52.69169983|   6.18| 1.184
  8788| 9.06|-68.18756219|   0.28| 1.433
  8789| 8.33|-16.48901080|   2.07| 1.047
  8790| 9.98|-64.88381884|   4.43| 0.546
  8791| 8.85|+59.10212861|   3.19| 0.110
  8792| 8.20|-33.31315124|  13.95| 0.525
  8793| 9.24|-20.97156778|   3.75| 0.497
  8794| 9.16|+62.15867140|   6.32| 1.103
  8795| 8.45|+14.88069665|  10.67| 0.496
  8796| 3.42|+29.57939727|  50.87| 0.488
  8797| 8.36|+68.18488337|   3.50| 0.097
  8798| 7.43|-01.32609412|  26.56| 0.635
  9711|12.85|-79.53800785|  27.60|
  8799| 8.76|-59.41278466|  16.32| 0.727
  8800| 8.62|-61.68312231|   4.21| 1.248
  8801| 8.25|-16.73268630|   4.84|
  8802| 8.21|+21.98642396|   7.93| 0.485
  8803| 9.27|-17.39238807|   6.92| 0.610
  8804| 6.86|+28.81898352|   4.29| 1.475
  8805| 7.05|+37.32130146|  11.75| 0.420
  8806| 8.77|+28.02206812|   3.85| 1.079
  8807| 8.16|-32.80632998|  13.68| 0.468
  8808|10.13|-41.54106160|   6.79| 0.503
  8809| 9.51|+42.53106785|   3.85| 0.263
  8811| 9.16|-74.62700015|   0.50| 1.074
  8810| 8.07|+15.43340274|  10.76| 0.485
  8812| 7.87|+26.04484307|   3.96| 1.047
  8813| 9.71|-66.21656059|   4.47| 0.440
  8814| 5.42|+40.72979974|   6.04| 1.311
  8815| 9.69|+00.37319775|   8.37| 1.164
  8816| 8.26|+17.06685119|   1.87| 0.450
  8817|12.48|+23.44478553|  19.60|
  8818| 8.16|-24.20832885|   0.04| 1.570
  8819|10.42|-28.36639831|   1.76| 0.560
  8820| 6.09|-38.59470335|   8.62| 1.125
  8821| 8.89|+70.04261131|   4.86| 0.525
  8822| 9.35|+64.18947260|   0.87| 0.430
  8823| 8.21|+57.22433069|   3.71| 1.100
  8824| 7.35|-33.56464387|   3.47| 1.169
  8825|10.35|+73.96371147|  23.06| 1.131
  8826| 7.07|+49.44483876|   5.19| 1.107
  8827| 7.07|+12.68248358|   9.28| 0.483
  8828| 9.62|-43.36832477|   1.75| 1.116
  8829| 8.03|+31.94060678|   7.74| 0.402
  8830| 9.31|-21.25212502|  24.12| 0.988
  8831| 8.05|-53.24964177|   8.64| 1.072
  8832| 3.88|+19.29409264|  15.96|-0.047
  8833| 4.61|+03.18747844|  17.11| 0.928
  8834|10.46|-70.30173680|   5.62| 0.668
  8835| 8.25|+60.99014539|   7.61| 0.416
  8836| 7.44|+07.63396214|   3.20| 1.378
  8837| 4.39|-46.30244631|  10.15| 1.597
  8838| 7.73|+39.88303564|  15.89| 0.550
  8839| 8.47|-72.25173919|   5.95| 0.956
  8840| 9.37|-50.86083819|   8.68| 0.581
  8841| 9.23|-13.24965345|  13.15| 0.675
  8842|12.20|+12.03982378|  14.47| 1.294
  8843| 9.60|-23.12887644|   5.72| 0.425
  8844|11.68|-06.05059131|  18.98| 1.331
  8845| 8.73|-14.97650429|   5.52| 1.119
  8846| 7.86|+88.55166287|   4.27| 1.207
  8847| 6.44|+55.59767097|  13.61| 0.185
  8848| 8.33|-54.76033997|  11.64| 0.682
  8849| 9.46|-69.34986527|   1.89| 1.024
  8850| 8.87|-30.30219257|   2.04| 1.029
  8851| 9.39|+67.74712288|   2.43| 0.170
  8852| 9.36|-05.26690275|   4.76| 0.425
  8853|10.63|-23.49784633|   6.64| 0.530
  8854| 9.40|-37.77677604|   5.45| 0.876
  8855| 9.69|+48.30877937|   3.07| 0.075
  8856| 6.87|+49.94296869|   3.81| 1.348
  8857| 7.51|+25.77633044|   7.96| 0.395
  8858| 8.71|+13.82520847|   9.10| 0.581
  8859| 6.77|+10.61472078|  23.97| 0.468
  8860| 8.90|+84.32999294|   7.04| 0.525
  8861| 9.40|-08.65423954|   7.06| 0.465
  8862| 9.81|-48.85013579|   8.20| 0.689
  8863| 8.97|-15.98737462|   6.48| 0.595
  8864|10.18|-18.08459789|   3.92| 0.500
  8865| 9.70|+59.54916966|  26.57| 1.040
  8866| 7.01|-77.49126185|   6.62| 0.293
  8867| 8.47|+66.17653388|  45.16| 1.010
  8868| 9.78|-41.68970457|   4.89| 0.487
  8869| 7.94|-69.51679862|   0.44| 1.435
  8870| 7.34|-57.91902139|   3.15| 1.496
  8871| 8.82|+24.17271488|   5.35| 0.234
  8872| 7.78|+09.95080156|  12.53| 0.653
  8873| 9.60|+34.10848849|   4.71| 1.344
  8874| 8.03|-11.62855108|   2.51| 1.077
  8875| 9.31|+24.78880164|   1.12| 1.795
  8876| 8.97|+21.88906283|  -1.92| 1.687
  8877| 8.00|+52.65495786|   7.28| 0.184
  8879| 8.09|-45.96843374|   3.71| 1.365
  8878| 7.03|+69.18232670|   4.11| 1.635
  8880| 8.19|-11.85098750|   2.95| 1.180
  8881| 9.15|-15.72364391|  27.05| 0.887
  8882| 5.12|-42.49688104|  10.55|-0.060
  8883| 6.60|+08.78104205|   1.33| 1.681
  8884| 8.34|-77.24177659|   2.65| 1.268
  8885|10.96|+77.34727400|  11.31| 1.300
  8886| 3.35|+63.67014686|   7.38|-0.150
  8887| 8.07|+10.36138441|  16.98| 0.711
  8888| 7.11|+11.40266054|   6.72| 1.155
  8889| 9.63|-24.53067515|   1.30| 0.385
  8890| 8.79|-26.34494707|   0.04| 0.979
  8891| 8.77|-07.37484914|   5.70| 0.659
  8892| 8.81|-11.02882064|   2.45| 1.097
  8893| 8.34|+40.88974425|   2.14| 1.050
  8894|11.98|-34.47403062|  15.31| 1.328
  8895| 8.34|+59.89370223|   3.86| 0.158
  8896| 7.31|+68.15125113|   2.76| 0.012
  8897|10.03|-46.68064984|   3.85| 0.490
  8898| 9.30|+47.78409570|   1.05| 0.197
  8899| 7.94|-06.27182291|   2.43| 1.005
  8900| 8.27|-13.91393354|   6.09| 0.511
  8901| 8.85|+49.09237720|   0.18| 1.243
  8902| 7.06|+40.65598516|   2.57| 1.456
  8903| 2.64|+20.80829949|  54.74| 0.165
  8904|10.97|+10.84768727|  12.36| 0.738
  8905| 7.96|+53.89183413|   1.25| 0.960
  8906| 8.89|+38.19600093|   5.75| 0.991
  8907| 9.32|+51.10999930|  -1.79| 0.050
  8908| 6.67|+78.19656306|   5.75| 1.011
  8909|10.44|+38.19171948|   4.93| 0.554
  8910| 8.42|-07.02719447|   1.44| 1.039
  8911| 7.39|+39.94926314|   4.92| 0.946
  8912| 8.79|+61.99147309|   2.03| 0.062
  8913| 8.91|+72.09392346|  -0.96| 1.448
  8914| 6.83|+50.29584118|   4.66| 1.583
  8915| 8.46|+17.55245389|   2.42| 0.324
  8916| 7.45|+13.75702204|   0.81| 0.969
  8917| 9.12|-66.98010687|   2.46| 1.682
  8918| 8.01|-06.59212750|  10.85| 0.543
  8919| 9.58|-29.11961962|   0.90| 0.993
  8920| 8.98|+21.30629451|  10.88| 0.559
  8921| 8.52|+38.28542308|   4.19| 1.015
  8922| 6.25|+40.70220085|   9.45| 1.262
  8923| 8.24|-11.51132073|  13.76| 0.638
  8924|11.94|+09.20973348|  10.46| 1.370
  8925| 9.05|+50.84800891|   5.17| 0.383
  8926| 7.63|+27.84182981|   5.51| 0.987
  8927| 8.30|+33.74565106|   4.07| 1.050
  8928| 4.68|-67.64748114|  15.04| 0.931
  8929| 6.82|+56.58247875|  -0.52| 1.151
  8930| 6.28|+37.12833508|   6.21| 1.169
  8931| 9.81|-22.78635685|   7.69| 0.469
  8932| 8.65|-40.96869318|   4.93| 0.370
  8933| 9.63|-31.32991763|   6.01| 0.452
  8934| 7.41|+54.18885017|   3.04| 1.017
  8935| 8.88|-73.40950991|   2.79| 1.143
